category_id,category_count,category_label
4632342,57,中性笔（凝胶墨水款）
5048062,57,文件夹（加厚透明款）
4134062,57,垃圾桶（翻盖款）
2609569,57,衣架（多功能挂钩款）
1126526,57,厨房开瓶器（电动款）
2998328,57,清洁刷（长柄旋转款）
140970,57,牙刷（儿童款）
3222818,57,牙膏（抗龋齿型）
1954691,57,梳子（负离子款）
1213320,57,小型剃须刀（旋转头款）
4223012,57,面膜（清洁型）
1725832,57,指甲油（持久亮泽款）
2672392,56,化妆刷（粉底刷款）
2603528,56,零食礼包（进口零食款）
3234738,56,方便面（拌面料理款）
472273,56,茶包（绿茶款）
3627351,56,速溶咖啡（拿铁风味款）
3995818,56,发圈（细款）
1820842,56,发夹（碎花款）
2917289,56,袜子（五指款）
1249923,56,围巾（披肩款）
79220,56,手套（骑行款）
378698,56,瑜伽垫（双面款）
1415279,56,跳绳（计数电子款）
3512409,56,儿童拼图（拼图地图款）
5066426,56,小型玩偶（盲盒款）
4956511,55,宠物玩具（逗猫棒款）
62469,55,猫抓板（瓦楞纸组合款）
643752,55,宠物喂食器（自动喂食款）
2678170,55,订书机（省力款）
1433774,55,剪刀（裁缝款）
1652543,55,胶带（图案款）
3547172,55,回形针（大号款）
4402326,55,便利贴（异形款）
3587108,55,桌布（防水防油款）
624370,55,收纳盒（抽屉分隔款）
3787157,54,鞋刷（马毛软刷款）
1914382,54,鞋垫（记忆海绵款）
4170829,54,香皂（牛奶款）
2025483,54,洗手液（泡沫型抗菌款）
589018,54,洗衣袋（大容量款）
2626154,54,干燥剂（食品级硅胶款）
4482016,54,防潮袋（衣柜专用款）
3692903,54,空气清新剂（香氛机款）
3252563,54,蚊香（驱蚊液款）
3694648,54,电蚊拍（强电力款）
1793060,54,晾衣架（升降款）
99507,54,晒衣夹（铁质款）
4559624,54,浴室地垫（防霉款）
3422025,54,杯子（马克杯款）
295183,54,餐具套装（竹制款）
2747756,53,保温杯（内胆涂层款）
2253970,53,小型盆栽（苔藓植物款）
603655,53,桌面收纳架（模块化扩展款）
3311020,53,钥匙扣（钥匙圈款）
222147,53,卡包（透明窗口款）
1902453,53,零钱包（迷你款）
16219,53,手提袋（购物袋款）
3922126,53,贴纸（镭射款）
903158,53,书签（丝绸款）
2507053,53,相册（纪念款）
4848899,53,桌游卡牌（角色扮演款）
950439,53,折叠伞（晴雨两用款）
964912,53,太阳镜（偏光驾驶款）
165035,53,发带（运动吸汗款）
2475942,53,耳钉（珍珠款）
3724091,53,戒指（开口调整款）
1075533,53,手链（编绳款）
1015419,52,挂饰（车内香水款）
1414911,52,仿真花（仿真绿植款）
3901339,52,小夜灯（星空投影款）
2875366,52,插座延长线（多孔款）
3758226,52,充电器（多口快充款）
420556,52,移动电源（自带线快充款）
3897299,52,自拍杆（蓝牙款）
4703483,52,手机支架（车载款）
1526484,52,屏幕清洁套装（喷雾型款）
4370528,52,桌面加湿器（静音超声波款）
2512193,52,小型工具箱（家居维修款）
4098379,52,创意摆件（陶瓷款）
3835723,52,香薰蜡烛（香氛款）
1194737,52,火柴盒（复古铁盒款）
4006644,52,小型垃圾桶（带盖款）
2004007,52,桌面吸尘器（无线充电款）
1579551,52,旅行牙刷套装（儿童款）
880704,52,折叠水壶（大容量款）
586496,52,简易画板（可调节角度款）
2478177,52,彩色铅笔（专业级款）
4855945,52,橡皮擦（环保款）
4281067,52,学生尺子（三角尺款）
2415168,52,透明文件袋（加厚款）
2959407,52,小型镜子（补光款）
1366688,52,电子计算器（金融理财款）
989763,52,化妆棉（压缩片款）
715319,52,卸妆水（敏感肌款）
2078551,51,睫毛夹（弧形升级款）
2914063,51,假睫毛（自然款）
1867533,51,眉笔（防水款）
1755681,51,口红（丝绒款）
4317228,51,腮红（液体款）
1672064,51,粉底液（高遮瑕款）
108793,51,隔离霜（修饰毛孔款）
4070504,51,定妆喷雾（控油持妆款）
1308457,51,指甲锉（抛光细腻款）
4722263,51,指甲剪套装（高端款）
529054,51,美甲贴纸（简约款）
1440390,50,护手霜（深层滋润款）
4223213,50,香体喷雾（持久留香款）
3191556,50,运动护腕（加厚款）
4979740,50,运动头带（防滑款）
4827299,50,运动毛巾（速干抗菌款）
3947859,50,小型哑铃（可调节重量款）
3742652,50,弹力带（阻力环款）
600175,50,运动水壶（大容量款）
3425243,50,健身手套（透气耐磨款）
4974254,50,瑜伽砖（环保材质款）
4779633,49,护膝（护髌骨款）
1653613,49,跑步腰包（多功能款）
2665773,49,健身计步器（手环款）
994002,49,自动铅笔（0.7mm款）
2723483,49,彩色荧光笔（12色套装）
3849096,49,活页本（点阵款）
831271,49,订书钉（窄幅款）
1136776,49,修正带（加宽款）
4392650,49,水彩颜料套装（艺术家级款）
4222383,49,毛笔（羊毫款）
1630295,49,画架（户外写生款）
1451041,49,手账胶带（主题定制款）
322805,49,DIY手工材料包（刺绣款）
317647,49,磁性书签（创意款）
3571884,48,文件收纳袋（网格式款）
3132593,48,笔袋（网格款）
3680035,48,创意橡皮（几何款）
2174838,48,钢尺（刻度清晰款）
2810146,48,桌面整理盘（皮革款）
2108531,48,多功能文具盒（磁吸款）
3372283,48,小型白板（双面白板款）
4515486,48,白板笔（粗头款）
4563628,48,文具收纳架（壁挂款）
2130314,48,学生计算器（编程型）
180183,48,字帖练习本（软笔书法）
2988293,48,英语单词卡片（高频短语）
4519460,48,数学练习册（初中版）
4376427,48,科学实验工具套装（化学实验款）
4148477,47,彩色便签条（波浪款）
2834771,47,手工剪刀（绣花款）
3366905,47,纸胶带（星空款）
3749412,47,DIY拼图套装（立体建筑款）
350402,47,手绘模板（动物款）
4561988,47,阅读架（升降款）
3135863,47,折叠书桌灯（可调光款）
1368970,47,运动发带（薄款）
3336289,47,瑜伽袜（露趾款）
1776295,47,健身垫（厚款）
378466,47,跳舞鞋（芭蕾款）
2865017,47,运动内衣（高支撑款）
4537798,47,瑜伽眼罩（遮光款）
4624272,47,健身拉力绳（弹簧款）
2281156,47,短跑训练鞋（钉鞋款）
1609851,47,运动护踝（压缩款）
2419332,47,网球拍（初学者款）
5146409,47,乒乓球拍套装（家庭款）
4329518,47,羽毛球拍（入门款）
1539964,47,健身课程体验券（私教课）
4723396,47,运动背包（双肩款）
661759,46,防滑瑜伽垫（天然橡胶款）
2360985,46,美妆蛋（海绵款）
4214800,46,化妆刷清洗剂（免洗款）
101859,46,睫毛增长液（滋养修护款）
1023710,46,面部按摩仪（EMS微电流款）
3952744,46,美容面膜刷（硅胶柔软款）
3030023,46,防晒喷雾（高倍数款）
1250975,46,美白精华（烟酰胺款）
972597,46,唇膜（果冻款）
4924524,46,眼线笔（极细款）
4553088,46,睫毛膏（防水型）
4750127,46,高光粉（液体款）
2650391,46,修容棒（粉饼款）
3745980,46,美甲灯（家用款）
2553450,46,美甲工具套装（全套款）
2855743,46,香薰精油套装（复方款）
1950665,46,染发工具（渐变喷雾款）
475867,46,发蜡（清爽型）
4804081,46,发泥（强力定型款）
2812993,45,定型喷雾（保湿型）
3141832,45,美容放大镜（高清款）
4889820,45,睫毛滋养液（修复滋养款）
4336538,45,面部清洁仪（离子导入款）
685988,45,美妆收纳盒（分隔款）
4164234,45,化妆镜（补光款）
2214984,45,美甲贴钻（水晶款）
3338209,45,美甲亮片（闪粉款）
4174564,45,美甲UV胶（持久款）
669762,45,手机镜头套装（微距款）
2066743,45,手机背夹电池（快充款）
4450414,45,无线充电板（磁吸款）
2495674,45,蓝牙耳机（主动降噪款）
913035,45,耳机收纳盒（硬壳款）
4258223,45,Type-C转接头（弯头款）
2678392,44,Lightning转接头（二合一款）
3818081,44,USB分线器（多接口款）
246844,44,多功能读卡器（高速传输款）
128357,44,移动硬盘（2TB款）
4321228,44,U盘（256GB款）
88462,44,笔记本散热支架（静音款）
3461439,44,游戏手柄（震动反馈款）
2493530,44,智能手环（睡眠监测款）
2812445,44,智能插座（APP控制款）
3795340,44,小型投影仪（便携款）
307943,44,便携式屏幕清洁器（静电吸附款）
2779062,44,电脑摄像头（内置麦克风款）
4170025,44,鼠标垫（RGB灯光款）
4664549,44,键盘防尘罩（硅胶款）
4956748,44,平板保护套（磁吸款）
1168596,44,平板支架（可调节角度款）
1950457,44,手写笔（精准压感款）
2791234,44,游戏耳机（虚拟环绕声款）
1665989,44,游戏鼠标（对称设计款）
4000233,44,电竞键盘（青轴款）
4713427,43,无线路由器（WiFi 6款）
937781,43,网线钳（多功能款）
4909025,43,水晶头（屏蔽款）
2773917,43,HDMI高清线（镀金款）
3068858,43,VGA转HDMI转换器（4K支持款）
4174407,43,充电线收纳盒（分隔款）
3879225,43,无线蓝牙音箱（户外防水款）
1274818,43,迷你麦克风（直播款）
4036269,43,手机三脚架（桌面款）
861104,43,自拍补光灯（可调节亮度款）
685330,43,相机清洁套装（气吹款）
1180629,43,SD存储卡（512GB款）
2200343,43,行车记录仪（双镜头款）
4527720,43,智能家居控制器（语音识别款）
3250334,42,智能门铃（夜视高清款）
2433733,42,智能灯泡（场景模式款）
268040,42,声控音响（低音炮款）
375240,42,电子闹钟（温湿度显示款）
4813803,42,桌面风扇（夹子款）
3902231,42,手持小风扇（喷雾款）
4835206,42,车载手机支架（伸缩款）
210544,42,车载充电器（PD快充款）
3130892,42,汽车空气净化器（滤芯款）
4015257,42,智能体重秤（多人模式款）
1273811,42,体脂检测仪（蓝牙同步款）
2413296,42,便携式电源逆变器（纯正弦波款）
634034,42,太阳能充电宝（折叠款）
3236397,42,电子书阅读器（背光款）
1996243,42,数码相框（动态照片款）
4212922,42,录音笔（高清降噪款）
2713041,42,电子翻译器（拍照翻译款）
516813,42,智能手写板（手写输入款）
3464786,42,手机信号增强器（定向款）
5024228,42,无线耳机挂绳（磁吸款）
2985553,42,耳机绕线器（硅胶款）
4781613,42,降噪耳塞（航空专用款）
2155313,42,智能手表表带（金属款）
3621778,41,VR眼镜（全景3D款）
3108882,41,无人机（GPS定位款）
3401301,41,智能追踪器（防丢款）
2592038,41,激光笔（红外款）
348175,41,电动螺丝刀（多功能款）
980785,41,电子显微镜（显微观察款）
3589833,41,手机防水袋（全封闭款）
3410573,41,手机屏幕放大器（广角款）
1846937,41,USB风扇
4360192,41,迷你蓝牙音箱
224739,41,LED台灯
4817379,41,笔记本
3876855,41,中性笔
4397248,41,文件夹
4716920,41,垃圾桶
2297311,41,衣架
794153,41,厨房开瓶器
2026907,41,清洁刷
3076855,41,牙刷
4464320,41,牙膏
2111279,41,梳子
3538807,41,小型剃须刀
1487591,41,面膜
545259,40,指甲油
2492705,40,化妆刷
2652700,40,零食礼包
2292764,40,方便面
4113220,40,茶包
720055,40,速溶咖啡
4811586,40,发圈
3715755,40,发夹
1624041,40,袜子
2169876,40,围巾
3763517,40,手套
3175480,40,简易瑜伽垫
4018452,40,跳绳
3833754,40,儿童拼图
1320782,40,小型玩偶
4595718,40,宠物玩具
3057225,40,猫抓板
5083254,40,宠物喂食器
3106495,40,订书机
1628899,40,剪刀
3188631,40,胶带
2092246,40,回形针
3632786,40,便利贴
167871,40,桌布
3033798,39,收纳盒
547478,39,鞋刷
1799984,39,鞋垫
3220984,39,香皂
1910296,39,洗手液
3273619,39,洗衣袋
4082111,39,干燥剂
4491457,39,防潮袋
307335,39,空气清新剂
651666,39,蚊香
4736474,39,电蚊拍
2164274,39,晾衣架
4908092,39,晒衣夹
2023387,39,浴室地垫
4389342,39,杯子
106173,39,餐具套装
3549297,39,保温杯
491223,39,小型盆栽
363144,39,桌面收纳架
2547494,39,钥匙扣
2388400,39,卡包
4761193,39,零钱包
5062853,38,手提袋
1419569,38,贴纸
4544118,38,书签
1972894,38,相册
3141941,38,桌游卡牌
751105,38,折叠伞
2540361,38,太阳镜
2828436,38,发带
860357,38,耳钉
2750247,38,戒指
2565857,38,手链
863775,38,挂饰
103181,38,仿真花
455943,38,小夜灯
3754679,38,插座延长线
2370610,38,充电器
3834430,38,移动电源（小容量）
734809,38,自拍杆
2103768,38,手机支架
996587,38,屏幕清洁套装
3825280,38,桌面加湿器
2612425,38,小型工具箱
3369303,38,创意摆件
2685357,38,香薰蜡烛
633394,38,火柴盒
1356170,38,小型垃圾桶
2740569,38,桌面吸尘器
4943103,38,旅行牙刷套装
1635194,38,折叠水壶
1697889,38,简易画板
3888030,38,彩色铅笔
4161881,38,橡皮擦
4292858,37,学生尺子
4754898,37,透明文件袋
888921,37,小型镜子
605237,37,电子计算器
3641324,37,化妆棉
1483715,37,卸妆水
4078898,37,睫毛夹
380289,37,假睫毛
1423654,37,眉笔
2846152,37,口红（平价款）
3682757,37,腮红
4532706,37,粉底液（小容量）
2914440,37,隔离霜
2905937,37,定妆喷雾
387302,37,指甲锉
3832749,37,指甲剪套装
4139079,37,美甲贴纸
4077585,37,护手霜
3793843,37,香体喷雾
3814016,37,运动护腕
3708707,37,运动头带
3916967,37,运动毛巾
4669265,37,小型哑铃
833866,37,弹力带
3326628,37,运动水壶
4236628,37,健身手套
4069129,37,瑜伽砖
2384561,36,护膝
2037779,36,跑步腰包
3332130,36,健身计步器
1019260,36,自动铅笔
916973,36,彩色荧光笔
1386805,36,活页本
3747517,36,订书钉
1207502,36,修正带
4601757,36,水彩颜料套装
804084,36,毛笔
4830705,36,画架（小型）
693937,36,手账胶带
450756,36,DIY手工材料包
1798340,36,磁性书签
1227327,36,文件收纳袋
3944885,36,笔袋
4774660,36,创意橡皮
70270,36,钢尺
2429775,36,桌面整理盘
4613485,36,多功能文具盒
2588049,36,小型白板
1135708,36,白板笔
959452,36,文具收纳架
1730162,36,学生计算器
2512968,36,字帖练习本
5029362,36,英语单词卡片
4725649,36,数学练习册
1592513,36,科学实验工具套装（儿童版）
1298828,36,彩色便签条
5053648,35,手工剪刀
728641,35,纸胶带
1885829,35,DIY拼图套装
4776297,35,手绘模板
2550060,35,阅读架
1708445,35,折叠书桌灯
1406509,35,运动发带
2992356,35,瑜伽袜
1945301,35,健身垫（加厚款）
3627665,35,跳舞鞋
3230200,35,运动内衣
2066454,35,瑜伽眼罩
3289997,35,健身拉力绳
4928116,35,短跑训练鞋
665090,35,运动护踝
3173741,35,网球拍（入门款）
1827100,35,乒乓球拍套装
721242,35,羽毛球拍（轻量款）
1891626,35,健身课程体验券
171128,35,运动背包
24104,34,防滑瑜伽垫
4653800,34,美妆蛋
3466318,34,化妆刷清洗剂
1485156,34,睫毛增长液
5148696,34,面部按摩仪（简易款）
3759918,34,美容面膜刷
393663,34,防晒喷雾
2738312,34,美白精华（小样装）
2950381,34,唇膜
2233438,34,眼线笔
4980376,34,睫毛膏
52368,34,高光粉
4085342,34,修容棒
841380,34,美甲灯（迷你款）
1807584,34,美甲工具套装
4550135,34,香薰精油套装
212449,34,染发工具（一次性）
3653910,34,发蜡
2706436,34,发泥
2003083,34,定型喷雾
4451955,34,美容放大镜
4656948,34,睫毛滋养液
1215367,34,面部清洁仪（基础款）
773961,34,美妆收纳盒
1109050,34,化妆镜（带灯光）
2656238,34,美甲贴钻
3554917,34,美甲亮片
2242620,34,美甲UV胶
145519,34,手机支架（桌面款）
4119922,34,手机镜头套装（广角/微距）
2212343,33,手机背夹电池
2496932,33,无线充电板
1916025,33,蓝牙耳机（平价款）
376840,33,耳机收纳盒
2259994,33,Type-C转接头
327651,33,Lightning转接头
4326723,33,USB分线器
1920171,33,多功能读卡器
1811343,33,移动硬盘（小容量）
2673821,33,U盘（32GB/64GB）
67918,33,笔记本散热支架
385383,33,游戏手柄（手机用）
3988258,33,智能手环（基础款）
1519819,33,智能插座
2313724,33,小型投影仪（入门款）
1171519,33,便携式屏幕清洁器
22257,33,电脑摄像头（高清款）
1497533,33,鼠标垫（发光款）
2555621,33,键盘防尘罩
3030258,33,笔记本电脑包
4842079,33,平板保护套
3900668,33,平板支架（可调节）
2272151,33,手写笔（电容屏用）
61626,33,游戏耳机（入门款）
3852520,32,游戏鼠标（轻量款）
588463,32,电竞键盘（薄膜款）
255969,32,无线路由器（家用款）
1109293,32,网线钳
1204223,32,水晶头（RJ45）
1759909,32,HDMI高清线
4736710,32,VGA转HDMI转换器
2457421,32,充电线收纳盒
1944905,32,无线蓝牙音箱（迷你款）
4649218,32,迷你麦克风（直播用）
285048,32,手机三脚架
1086659,32,自拍补光灯
2727862,32,相机清洁套装
1868174,32,SD存储卡（64GB/128GB）
2885889,32,行车记录仪（基础款）
4850194,32,智能家居控制器
2250828,32,智能门铃（简易款）
2091359,32,智能灯泡（可调色）
3834955,32,声控音响（小型）
2809407,32,电子闹钟（简约款）
3663224,32,桌面风扇（USB供电）
2983928,32,手持小风扇（充电款）
739663,32,车载手机支架
4239038,32,车载充电器
2431602,32,汽车空气净化器
4718542,32,智能体重秤
3536601,32,体脂检测仪
720666,31,便携式电源逆变器
139590,31,太阳能充电宝
4261392,31,电子书阅读器（基础款）
205968,31,数码相框（小型）
2977465,31,录音笔（便携款）
1637260,31,电子翻译器
1306853,31,智能手写板
4156438,31,手机信号增强器
2455825,31,无线耳机挂绳
277383,31,耳机绕线器
4708348,31,降噪耳塞（电子款）
735872,31,智能手表表带
1301428,31,VR眼镜（入门款）
466806,31,无人机（迷你款）
4071732,31,智能追踪器（防丢器）
4056794,31,激光笔（教学用）
963661,31,电动螺丝刀（小型）
3890915,31,电子显微镜（便携款）
1783423,31,手机防水袋
3609849,31,手机屏幕放大器
4182213,31,手机壳（磁吸款）
4983053,31,数据线收纳扣
2611736,31,无线充电器支架
4443922,31,智能夜灯（感应款）
3034658,31,智能窗帘控制器
4830058,31,智能遥控器
3232886,31,智能扫地机器人（基础款）
1780349,31,智能语音助手（入门款）
1626599,31,电子称重勺
3300651,31,电子厨房计时器
4683311,31,智能保温杯
1443292,31,便携式WiFi热点
378056,30,无线网卡（USB款）
4976066,30,电脑屏幕挂灯
669425,30,笔记本电脑支架
428513,30,USB声卡
4340213,30,降噪耳机（平价款）
2370648,30,游戏方向盘（简易款）
3190175,30,游戏座椅垫
1922400,30,电竞耳机支架
266727,30,智能健康手环
3648733,30,智能睡眠眼罩
1873826,30,智能水杯
1891872,30,智能插座定时器
3807068,30,手机K歌麦克风
1812396,30,电子节拍器
2367907,30,USB加湿器（小型）
809709,30,手机壳（透明款）
3749027,30,数据线（编织材质）
2062239,30,无线耳机（降噪款）
4397687,30,蓝牙音箱（户外款）
4738961,30,LED台灯（折叠款）
1066563,30,笔记本电脑包（防震款）
5029530,30,中性笔（速干墨水）
4089476,30,文件夹（加厚款）
2113224,30,垃圾桶（脚踏式）
1080925,30,衣架（防滑款）
3362038,30,厨房开瓶器（多功能）
1177618,30,清洁刷（长柄款）
3776999,30,牙刷（电动款）
1037069,30,牙膏（美白型）
1622413,30,梳子（防静电）
2077723,30,小型剃须刀（充电款）
653249,30,面膜（补水型）
3206451,30,指甲油（持久款）
2884555,30,化妆刷（套装）
3736158,29,零食礼包（坚果类）
802833,29,方便面（大碗装）
2480068,29,茶包（花果茶）
579105,29,速溶咖啡（低糖款）
1993741,29,发圈（弹性款）
2887965,29,发夹（珍珠装饰）
5120683,29,袜子（纯棉款）
1276095,29,围巾（针织款）
3747586,29,手套（触屏款）
2505953,29,瑜伽垫（专业款）
475593,29,跳绳（计数款）
2710853,29,儿童拼图（益智款）
1858817,29,小型玩偶（毛绒款）
174490,29,宠物玩具（耐咬款）
2733586,29,猫抓板（瓦楞纸款）
1239603,29,宠物喂食器（自动款）
2013622,29,订书机（迷你款）
1207256,29,剪刀（不锈钢款）
2786309,29,胶带（双面款）
2165636,29,回形针（彩色款）
222559,29,便利贴（荧光款）
3739206,29,桌布（防水款）
114333,29,收纳盒（抽屉式）
1408807,29,鞋刷（猪毛款）
3630197,29,鞋垫（硅胶款）
3817036,29,香皂（手工款）
4100652,29,洗手液（泡沫型）
10235,29,洗衣袋（网状款）
4622605,29,干燥剂（食品级）
2532699,29,防潮袋（衣柜用）
1521068,29,空气清新剂（喷雾款）
2390349,29,蚊香（无烟款）
2371594,29,电蚊拍（可充电）
4042890,29,晾衣架（伸缩款）
3735942,28,晒衣夹（塑料款）
2352811,28,浴室地垫（吸水款）
22892,28,杯子（保温款）
1418582,28,餐具套装（陶瓷款）
2698437,28,保温杯（轻量款）
4645906,28,小型盆栽（多肉植物）
3448205,28,桌面收纳架（分层款）
2287226,28,钥匙扣（卡通款）
4312352,28,卡包（真皮款）
2160208,28,零钱包（拉链款）
3314621,28,手提袋（环保款）
2145555,28,贴纸（防水款）
4144410,28,书签（金属款）
133742,28,相册（硬壳款）
1368409,28,桌游卡牌（经典款）
4615962,28,折叠伞（抗风款）
1693998,28,太阳镜（偏光款）
4892920,28,发带（运动款）
1574064,28,耳钉（简约款）
1082035,28,戒指（开口款）
5142197,28,手链（串珠款）
1643094,28,挂饰（车内用）
1500130,27,仿真花（玫瑰款）
1560806,27,小夜灯（星空款）
4598394,27,插座延长线（带开关）
4715451,27,充电器（快充款）
713731,27,移动电源（大容量）
820364,27,自拍杆（三脚架款）
2582254,27,手机支架（磁吸款）
2794490,27,屏幕清洁套装（喷雾型）
2208169,27,桌面加湿器（静音款）
1462965,27,小型工具箱（家用款）
2723232,27,创意摆件（动物造型）
1030331,27,香薰蜡烛（精油款）
5057769,27,火柴盒（复古款）
1992078,27,小型垃圾桶（桌面款）
2729260,27,桌面吸尘器（无线款）
1647415,27,旅行牙刷套装（便携款）
4369584,27,折叠水壶（食品级）
3255355,27,简易画板（木质款）
1756314,27,彩色铅笔（水溶性）
454555,27,橡皮擦（无屑款）
526781,27,学生尺子（透明款）
1763474,27,透明文件袋（A4尺寸）
1755663,27,小型镜子（化妆款）
4173539,27,电子计算器（科学型）
3436852,27,化妆棉（压缩款）
4822722,27,卸妆水（温和型）
4530743,27,睫毛夹（加热款）
1462051,27,假睫毛（自然款）
2642752,27,眉笔（自动款）
93002,27,口红（哑光款）
858756,27,腮红（粉状款）
2223246,27,粉底液（遮瑕型）
48178,27,隔离霜（防晒型）
592161,27,定妆喷雾（保湿型）
2429142,27,指甲锉（金刚砂款）
4892060,26,指甲剪套装（便携款）
3395587,26,美甲贴纸（渐变款）
878325,26,护手霜（滋润型）
1343413,26,香体喷雾（持久款）
4356686,26,运动护腕（透气款）
3053182,26,运动头带（吸汗款）
922588,26,运动毛巾（速干款）
4942468,26,小型哑铃（可调节款）
226341,26,弹力带（多种阻力）
796075,26,运动水壶（刻度款）
3940193,26,健身手套（防滑款）
3950077,26,瑜伽砖（环保材质）
2960717,26,护膝（加厚款）
5048770,26,跑步腰包（轻便款）
2028981,26,健身计步器（智能款）
151831,26,自动铅笔（0.5mm）
1489094,26,彩色荧光笔（6色套装）
4424369,26,活页本（网格款）
1741711,26,订书钉（标准款）
1633142,26,修正带（宽幅款）
1482769,26,水彩颜料套装（24色）
2139021,26,毛笔（狼毫款）
1167492,26,画架（折叠款）
341057,26,手账胶带（主题款）
4776549,26,DIY手工材料包（刺绣款）
4829999,26,磁性书签（金属款）
1552636,26,文件收纳袋（透明款）
4419230,26,笔袋（帆布款）
1550383,26,创意橡皮（动物造型）
4185664,26,钢尺（不锈钢款）
4174942,26,桌面整理盘（分区款）
745134,26,多功能文具盒（分层款）
545775,26,小型白板（磁性款）
822242,26,白板笔（细头款）
4772448,26,文具收纳架（旋转款）
920038,26,学生计算器（金融型）
2923390,25,字帖练习本（硬笔书法）
3568839,25,英语单词卡片（高频词汇）
3874527,25,数学练习册（小学版）
2012131,25,科学实验工具套装（青少年版）
210158,25,彩色便签条（心形款）
3783852,25,手工剪刀（弯头款）
4671427,25,纸胶带（和风款）
3596683,25,DIY拼图套装（3D立体）
3248341,25,手绘模板（花卉款）
4296516,25,阅读架（可调角度款）
4320339,25,折叠书桌灯（触摸款）
5008322,25,运动发带（宽边款）
4046054,25,瑜伽袜（防滑款）
4901004,25,健身垫（超薄款）
1868811,25,跳舞鞋（软底款）
1876707,25,运动内衣（支撑型）
1747827,25,瑜伽眼罩（丝绸款）
1014192,25,健身拉力绳（多段阻力）
3113126,25,短跑训练鞋（轻量化）
4263090,25,运动护踝（高弹力款）
3455871,25,网球拍（进阶款）
2705662,25,乒乓球拍套装（比赛款）
2100611,25,羽毛球拍（碳纤维款）
5134623,25,健身课程体验券（团体课）
15890,25,运动背包（防水款）
898578,25,防滑瑜伽垫（TPE材质）
4003886,25,美妆蛋（气垫款）
1481335,25,化妆刷清洗剂（泡沫型）
3479353,25,睫毛增长液（滋养型）
5052842,25,面部按摩仪（滚轮款）
4904396,25,美容面膜刷（硅胶款）
4844483,25,防晒喷雾（清爽型）
2561712,25,美白精华（安瓶款）
3346906,25,唇膜（夜间修护款）
1764424,25,眼线笔（防水款）
1628030,25,睫毛膏（浓密型）
5048805,24,高光粉（细腻款）
2730467,24,修容棒（双头款）
1655632,24,美甲灯（专业款）
4456596,24,美甲工具套装（高端款）
3100408,24,香薰精油套装（单方款）
3465932,24,染发工具（一次性喷雾）
1315415,24,发蜡（强力定型款）
3593457,24,发泥（哑光效果款）
2798696,24,定型喷雾（持久型）
2652344,24,美容放大镜（带灯款）
1905278,24,睫毛滋养液（修复型）
645479,24,面部清洁仪（声波款）
5045220,24,美妆收纳盒（透明款）
4447409,24,化妆镜（折叠款）
2819188,24,美甲贴钻（闪粉款）
4572192,24,美甲亮片（金葱款）
362151,24,美甲UV胶（多色款）
3667321,24,手机镜头套装（鱼眼款）
2728585,24,手机背夹电池（超薄款）
4481410,24,无线充电板（快充款）
3889118,24,蓝牙耳机（运动款）
1150511,24,耳机收纳盒（硅胶款）
4525249,24,Type-C转接头（铝合金款）
4437368,24,Lightning转接头（镀金款）
1383956,24,USB分线器（4口款）
329040,24,多功能读卡器（高速款）
3405071,24,移动硬盘（1TB款）
4132735,24,U盘（128GB款）
4201517,24,笔记本散热支架（升降款）
3556548,24,游戏手柄（PC兼容款）
3415505,24,智能手环（心率监测款）
1373144,24,智能插座（语音控制款）
702060,24,小型投影仪（高清款）
4581579,24,便携式屏幕清洁器（纳米纤维款）
677862,24,电脑摄像头（广角款）
944342,24,鼠标垫（加厚款）
3416804,24,键盘防尘罩（全尺寸款）
558667,23,平板保护套（翻盖款）
2326411,23,平板支架（铝合金款）
1488577,23,手写笔（压感款）
666497,23,游戏耳机（7.1声道款）
1589379,23,游戏鼠标（RGB灯光款）
2210217,23,电竞键盘（机械轴款）
761059,23,无线路由器（千兆款）
4792801,23,网线钳（自动剥线款）
4503832,23,水晶头（镀金款）
3941877,23,HDMI高清线（2米款）
2058468,23,VGA转HDMI转换器（带音频款）
1702898,23,充电线收纳盒（磁吸款）
2064458,23,无线蓝牙音箱（重低音款）
416088,23,迷你麦克风（K歌款）
577329,23,手机三脚架（八爪鱼款）
2310649,23,自拍补光灯（环形款）
3590468,23,相机清洁套装（专业款）
4768477,23,SD存储卡（256GB款）
906800,23,行车记录仪（夜视款）
2200766,23,智能家居控制器（多设备兼容款）
3286162,23,智能门铃（高清摄像款）
1803510,23,智能灯泡（WiFi控制款）
4939021,23,声控音响（Hi-Fi款）
451092,23,电子闹钟（投影款）
1016735,23,桌面风扇（静音款）
119365,23,手持小风扇（挂脖款）
820727,23,车载手机支架（磁吸款）
2777825,23,车载充电器（双口款）
3674869,23,汽车空气净化器（负离子款）
1448912,23,智能体重秤（人体成分分析款）
3982336,23,体脂检测仪（蓝牙款）
720513,23,便携式电源逆变器（正弦波款）
1151753,22,太阳能充电宝（大容量款）
4879255,22,电子书阅读器（护眼款）
3147850,22,数码相框（高清触屏款）
305253,22,录音笔（降噪款）
4737339,22,电子翻译器（离线款）
2161504,22,智能手写板（APP同步款）
3519978,22,手机信号增强器（全频段款）
3169295,22,无线耳机挂绳（硅胶款）
2183874,22,耳机绕线器（磁吸款）
4847313,22,降噪耳塞（睡眠专用款）
2513189,22,智能手表表带（尼龙款）
2533566,22,VR眼镜（4K分辨率款）
3100080,22,无人机（航拍款）
