user_id,face
1933,短视频博主
6902,电商主播
2102,网红 / 达人
1745,手工匠人
2858,大学生
5882,研究生 / 博士生
4253,留学生
890,教师 / 教授
7240,科研人员
4924,培训师
8601,中小学教师
11072,辅导员
369,实习生
6665,应届毕业生
4335,工程师
10547,技术工人
1904,电工 / 维修师
4842,建筑从业者
5337,机械操作员
5914,质检员
3485,化工从业者
3132,航空航天技术人员
5089,电子工程师
3628,汽车维修师
5433,农民 / 种植户
10361,渔民 / 养殖户
4528,畜牧从业者
730,园艺师
10771,林业工作者
5031,手工艺人
911,非遗传承人
6704,传统匠人（如木工、陶艺）
6491,餐饮店主
6533,小商户老板
357,公务员
2185,军人 / 警察
3226,消防员
6253,空乘 / 飞行员
3868,医护人员（医生 / 护士）
1252,心理咨询师
4030,翻译 / 口译员
6920,会展策划师
3043,婚庆从业者
3569,殡葬行业从业者
9115,全职家长
5096,家庭主妇 / 主夫
5669,二胎 / 多孩家长
3150,准父母（备孕 / 孕期）
5953,退休人员
524,空巢老人
136,养宠家庭主人
8845,残障人士护理者
654,家政管理者
10599,家庭采购决策者
5148,元宇宙设计师
5462,跨境电商从业者
6290,数据标注员
7111,电竞从业者
1990,游戏代练 / 陪玩
9075,虚拟主播
1406,直播运营
5552,社群管理员
9504,新媒体运营
9683,跨境买手
5158,跨境买手
8179,上班族  
6053,加班族  
3873,通勤族  
3135,办公室新人  
5756,管理层（总监/经理）  
4331,行政采购人员  
4051,出差达人  
291,远程办公者  
7481,会议频繁者  
7937,久坐人群  
4495,宝妈  
7384,宝爸  
5088,孕妈（孕期）  
4880,备孕人群  
4180,二胎家庭  
4029,三胎家庭  
1213,隔代抚养者（爷爷奶奶/外公外婆）  
7388,家庭主妇/主夫  
3272,育儿嫂  
413,早教机构采购者  
4110,宅家党  
7186,外卖依赖者  
9165,下厨爱好者  
3311,烘焙新手  
5338,健身自律者  
11026,养生达人  
849,熬夜党  
800,咖啡刚需者  
3822,奶茶爱好者  
1395,零食囤货狂  
6648,追剧党  
2606,游戏宅  
3155,汉服爱好者  
8661,剧本杀玩家  
8155,露营新手  
1560,徒步发烧友  
9764,海淘用户  
3995,直播间观众  
9452,短视频创作者  
3441,社交平台种草者  
5939,毕业生（求职季）  
7449,新婚夫妇  
2960,丁克家庭  
4504,空巢青年  
10318,银发族（退休生活）  
9195,养宠新手  
4492,多宠家庭  
1145,残障人士
7244,游戏宅  
4902,汉服爱好者  
8670,剧本杀玩家  
9421,露营新手  
4233,徒步发烧友  
5321,海淘用户  
9182,直播间观众  
7670,短视频创作者  
4441,社交平台种草者  
3254,毕业生（求职季）  
2954,新婚夫妇  
9445,丁克家庭  
1115,空巢青年  
433,银发族（退休生活）  
5169,养宠新手  
4771,多宠家庭  
5734,残障人士
200,追剧党  
5712,游戏宅  
3237,汉服爱好者  
5597,剧本杀玩家  
4759,露营新手  
10186,徒步发烧友  
4025,海淘用户  
8817,直播间观众  
10207,短视频创作者  
1229,社交平台种草者  
3149,毕业生（求职季）  
4641,新婚夫妇  
1941,丁克家庭  
5602,空巢青年  
9647,银发族（退休生活）  
2138,养宠新手  
3290,多宠家庭  
9677,残障人士
9030,下厨爱好者  
2759,烘焙新手  
402,健身自律者  
4465,养生达人  
5137,熬夜党  
2471,咖啡刚需者  
5896,奶茶爱好者  
4696,零食囤货狂  
7602,追剧党  
9761,游戏宅  
4732,汉服爱好者  
3355,剧本杀玩家  
9989,露营新手  
10017,徒步发烧友  
3020,海淘用户  
9122,直播间观众  
201,短视频创作者  
9736,社交平台种草者  
3741,毕业生（求职季）  
464,新婚夫妇  
8598,丁克家庭  
9395,空巢青年  
8735,银发族（退休生活）  
4324,养宠新手  
4242,多宠家庭  
7557,残障人士
328,互联网从业者
6402,金融从业者
10964,教育从业者
3949,医疗从业者
2970,法律从业者
317,咨询顾问
4841,市场营销人员
10152,人力资源专员
4511,行政人员
4109,设计师
4003,程序员
9867,产品经理
3799,运营专员
7892,会计 / 财务
10348,公关人员
2421,零售店员
3394,餐饮从业者
232,物流快递员
3941,网约车司机
9898,导游 / 旅游从业者
4355,美容美发师
4601,健身教练
5259,家政服务人员
1270,客服专员
651,销售顾问
3451,自由设计师
3652,独立摄影师
9819,自媒体创作者
8272,插画师
4276,作家 / 文案
760,音乐人
3269,短视频博主
455,电商主播
5351,网红 / 达人
1164,手工匠人
10715,大学生
2872,研究生 / 博士生
4176,留学生
7679,教师 / 教授
2345,科研人员
3859,培训师
4348,中小学教师
10223,辅导员
7816,实习生
4246,应届毕业生
430,工程师
1239,技术工人
3206,电工 / 维修师
416,建筑从业者
7521,机械操作员
3057,质检员
6030,化工从业者
3714,航空航天技术人员
3704,电子工程师
3362,汽车维修师
4668,农民 / 种植户
10828,渔民 / 养殖户
2738,畜牧从业者
8074,园艺师
835,林业工作者
9599,手工艺人
4657,非遗传承人
7688,传统匠人（如木工、陶艺）
2438,餐饮店主
10890,小商户老板
2332,公务员
9906,军人 / 警察
2783,消防员
4954,空乘 / 飞行员
858,医护人员（医生 / 护士）
5066,心理咨询师
4591,翻译 / 口译员
4669,会展策划师
2948,婚庆从业者
8657,殡葬行业从业者
3647,全职家长
9003,家庭主妇 / 主夫
10844,二胎 / 多孩家长
4292,准父母（备孕 / 孕期）
5426,退休人员
10305,空巢老人
2390,养宠家庭主人
2973,残障人士护理者
7443,家政管理者
5366,家庭采购决策者
2901,元宇宙设计师
1692,跨境电商从业者
5189,数据标注员
3164,电竞从业者
4787,游戏代练 / 陪玩
7900,虚拟主播
3220,直播运营
6371,社群管理员
4060,新媒体运营
4367,跨境买手
3854,跨境买手
4201,上班族  
4780,加班族  
8330,通勤族  
3340,办公室新人  
2111,管理层（总监/经理）  
6312,行政采购人员  
6493,出差达人  
6785,远程办公者  
4015,会议频繁者  
6983,久坐人群  
3377,宝妈  
3820,宝爸  
6738,孕妈（孕期）  
2731,备孕人群  
4830,二胎家庭  
3221,三胎家庭  
6836,隔代抚养者（爷爷奶奶/外公外婆）  
10786,家庭主妇/主夫  
2909,育儿嫂  
1548,早教机构采购者  
8300,宅家党  
6747,外卖依赖者  
1687,下厨爱好者  
8712,烘焙新手  
7460,健身自律者  
9167,养生达人  
6276,熬夜党  
5942,咖啡刚需者  
9399,奶茶爱好者  
670,零食囤货狂  
10200,追剧党  
2184,游戏宅  
6965,汉服爱好者  
8567,剧本杀玩家  
6779,露营新手  
8462,徒步发烧友  
5833,海淘用户  
9148,直播间观众  
5644,短视频创作者  
5617,社交平台种草者  
2124,毕业生（求职季）  
639,新婚夫妇  
3373,丁克家庭  
7722,空巢青年  
267,银发族（退休生活）  
7869,养宠新手  
7294,多宠家庭  
6552,残障人士
10212,游戏宅  
9617,汉服爱好者  
6616,剧本杀玩家  
2156,露营新手  
353,徒步发烧友  
6786,海淘用户  
584,直播间观众  
2958,短视频创作者  
7287,社交平台种草者  
7643,毕业生（求职季）  
1070,新婚夫妇  
5315,丁克家庭  
1961,空巢青年  
7815,银发族（退休生活）  
1981,养宠新手  
1681,多宠家庭  
3386,残障人士
7455,追剧党  
8122,游戏宅  
6967,汉服爱好者  
8679,剧本杀玩家  
7354,露营新手  
960,徒步发烧友  
2060,海淘用户  
2517,直播间观众  
4068,短视频创作者  
2392,社交平台种草者  
2411,毕业生（求职季）  
6064,新婚夫妇  
5541,丁克家庭  
5920,空巢青年  
128,银发族（退休生活）  
9506,养宠新手  
567,多宠家庭  
8490,残障人士
4445,下厨爱好者  
9209,烘焙新手  
7921,健身自律者  
10106,养生达人  
5327,熬夜党  
1125,咖啡刚需者  
3590,奶茶爱好者  
7413,零食囤货狂  
6953,追剧党  
7166,游戏宅  
1975,汉服爱好者  
5654,剧本杀玩家  
3343,露营新手  
9727,徒步发烧友  
6709,海淘用户  
6182,直播间观众  
6613,短视频创作者  
5827,社交平台种草者  
3591,毕业生（求职季）  
7958,新婚夫妇  
10880,丁克家庭  
7711,空巢青年  
9201,银发族（退休生活）  
3008,养宠新手  
4816,多宠家庭  
10083,残障人士
6358,互联网从业者
3306,金融从业者
936,教育从业者
10691,医疗从业者
2158,法律从业者
8262,咨询顾问
1126,市场营销人员
8573,人力资源专员
5872,行政人员
1877,设计师
7393,程序员
3703,产品经理
3103,运营专员
5815,会计 / 财务
9047,公关人员
7814,零售店员
2584,餐饮从业者
8595,物流快递员
5372,网约车司机
8308,导游 / 旅游从业者
7092,美容美发师
4340,健身教练
5400,家政服务人员
1607,客服专员
1892,销售顾问
1808,自由设计师
4664,独立摄影师
3281,自媒体创作者
5516,插画师
697,作家 / 文案
3495,音乐人
5693,短视频博主
7328,电商主播
8059,网红 / 达人
1650,手工匠人
6274,大学生
7352,研究生 / 博士生
3759,留学生
1496,教师 / 教授
7916,科研人员
10221,培训师
8562,中小学教师
6675,辅导员
2075,实习生
1552,应届毕业生
10254,工程师
2038,技术工人
535,电工 / 维修师
3493,建筑从业者
759,机械操作员
7650,质检员
8377,化工从业者
5595,航空航天技术人员
9576,电子工程师
7549,汽车维修师
9372,农民 / 种植户
3852,渔民 / 养殖户
817,畜牧从业者
5212,园艺师
10472,林业工作者
2994,手工艺人
9475,非遗传承人
9908,传统匠人（如木工、陶艺）
8329,餐饮店主
10370,小商户老板
2695,公务员
5564,军人 / 警察
7136,消防员
805,空乘 / 飞行员
6149,医护人员（医生 / 护士）
5062,心理咨询师
8911,翻译 / 口译员
8855,会展策划师
9807,婚庆从业者
10508,殡葬行业从业者
4697,全职家长
4076,家庭主妇 / 主夫
553,二胎 / 多孩家长
10857,准父母（备孕 / 孕期）
3602,退休人员
7089,空巢老人
8079,养宠家庭主人
10997,残障人士护理者
10985,家政管理者
6908,家庭采购决策者
4422,元宇宙设计师
295,跨境电商从业者
6008,数据标注员
2850,电竞从业者
7547,游戏代练 / 陪玩
2416,虚拟主播
5291,直播运营
8516,社群管理员
6816,新媒体运营
1872,跨境买手
10127,跨境买手
9854,上班族  
5439,加班族  
6978,通勤族  
5202,办公室新人  
91,管理层（总监/经理）  
788,行政采购人员  
5493,出差达人  
4832,远程办公者  
4820,会议频繁者  
3621,久坐人群  
9333,宝妈  
5711,宝爸  
3947,孕妈（孕期）  
9943,备孕人群  
4727,二胎家庭  
820,三胎家庭  
8875,隔代抚养者（爷爷奶奶/外公外婆）  
7718,家庭主妇/主夫  
9279,育儿嫂  
10430,早教机构采购者  
1887,宅家党  
6999,外卖依赖者  
3064,下厨爱好者  
4349,烘焙新手  
7516,健身自律者  
8914,养生达人  
8049,熬夜党  
1380,咖啡刚需者  
828,奶茶爱好者  
10194,零食囤货狂  
1407,追剧党  
9474,游戏宅  
5182,汉服爱好者  
2022,剧本杀玩家  
6840,露营新手  
9904,徒步发烧友  
9466,海淘用户  
2877,直播间观众  
7731,短视频创作者  
8793,社交平台种草者  
1926,毕业生（求职季）  
10610,新婚夫妇  
11070,丁克家庭  
497,空巢青年  
8401,银发族（退休生活）  
8232,养宠新手  
7659,多宠家庭  
9031,残障人士
8281,游戏宅  
1121,汉服爱好者  
10293,剧本杀玩家  
10833,露营新手  
7648,徒步发烧友  
7732,海淘用户  
1390,直播间观众  
2270,短视频创作者  
10160,社交平台种草者  
8986,毕业生（求职季）  
8380,新婚夫妇  
9763,丁克家庭  
5762,空巢青年  
8390,银发族（退休生活）  
4075,养宠新手  
1726,多宠家庭  
5273,残障人士
3950,追剧党  
335,游戏宅  
35,汉服爱好者  
197,剧本杀玩家  
2675,露营新手  
8348,徒步发烧友  
3270,海淘用户  
9916,直播间观众  
3512,短视频创作者  
580,社交平台种草者  
10982,毕业生（求职季）  
9849,新婚夫妇  
7082,丁克家庭  
9394,空巢青年  
5682,银发族（退休生活）  
8035,养宠新手  
3845,多宠家庭  
10268,残障人士
6970,下厨爱好者  
3105,烘焙新手  
7363,健身自律者  
7497,养生达人  
9632,熬夜党  
6520,咖啡刚需者  
3877,奶茶爱好者  
7717,零食囤货狂  
6179,追剧党  
9691,游戏宅  
9074,汉服爱好者  
3958,剧本杀玩家  
10466,露营新手  
3710,徒步发烧友  
1019,海淘用户  
9011,直播间观众  
6586,短视频创作者  
8032,社交平台种草者  
5721,毕业生（求职季）  
9434,新婚夫妇  
4356,丁克家庭  
3398,空巢青年  
8564,银发族（退休生活）  
4577,养宠新手  
8697,多宠家庭  
655,残障人士
5489,游戏宅  
5760,游戏宅  
5590,游戏宅  
7252,游戏宅  
5822,游戏宅  
1112,游戏宅  
3380,游戏宅  
10185,游戏宅  
977,游戏宅  
6733,游戏宅  
10696,上班族  
9545,上班族  
10811,上班族  
10595,上班族  
11027,上班族  
4179,上班族  
3937,上班族  
7696,上班族  
8391,上班族  
912,上班族  
7913,上班族  
10602,上班族  
2747,上班族  
6860,上班族  
4629,上班族  
8549,上班族  
1248,上班族  
4642,上班族  
9645,上班族  
10872,上班族  
8691,上班族  
2440,上班族  
5470,上班族  
3734,上班族  
7847,上班族  
8984,上班族  
9562,上班族  
667,上班族  
7845,上班族  
7988,上班族  
5935,上班族  
5713,上班族  
453,上班族  
8111,上班族  
2591,上班族  
1803,上班族  
4084,上班族  
1094,上班族  
5266,上班族  
8979,上班族  
9404,上班族  
1469,上班族  
7635,上班族  
9584,上班族  
2835,上班族  
8917,上班族  
3767,上班族  
8878,上班族  
8488,上班族  
3013,上班族  
6238,上班族  
10233,上班族  
8658,上班族  
10824,上班族  
6101,上班族  
10300,上班族  
7765,上班族  
9457,上班族  
7398,上班族  
10866,上班族  
3161,上班族  
3754,上班族  
7927,上班族  
57,上班族  
6513,上班族  
1427,上班族  
9346,上班族  
9725,上班族  
1230,上班族  
10991,上班族  
9353,上班族  
7664,上班族  
8326,上班族  
6735,上班族  
7712,上班族  
2989,上班族  
10014,上班族  
5482,上班族  
6977,上班族  
6207,上班族  
5074,上班族  
6856,上班族  
4744,上班族  
10054,上班族  
2570,上班族  
152,上班族  
10613,上班族  
8087,上班族  
10591,上班族  
635,上班族  
9044,上班族  
9213,上班族  
5832,上班族  
9014,上班族  
7183,上班族  
6527,上班族  
5275,上班族  
9793,上班族  
10258,上班族  
990,上班族  
4565,上班族  
1744,上班族  
4892,上班族  
1790,上班族  
1026,上班族  
8700,上班族  
7969,上班族  
2777,上班族  
10887,上班族  
838,上班族  
4426,上班族  
8708,上班族  
3564,上班族  
6471,上班族  
1698,上班族  
1446,上班族  
9888,上班族  
10116,上班族  
1502,上班族  
10016,上班族  
1405,上班族  
7505,上班族  
7646,上班族  
1078,上班族  
9981,上班族  
2522,上班族  
5823,上班族  
10976,上班族  
3042,上班族  
4551,上班族  
7690,上班族  
1127,上班族  
525,上班族  
3122,上班族  
270,上班族  
9712,上班族  
5079,上班族  
7179,上班族  
3556,上班族  
513,上班族  
10372,上班族  
6201,上班族  
9117,上班族  
5331,上班族  
7583,上班族  
9778,上班族  
10825,上班族  
8636,上班族  
3129,上班族  
8872,上班族  
1432,上班族  
1831,上班族  
2823,上班族  
8579,上班族  
9427,上班族  
1863,上班族  
8495,上班族  
938,上班族  
8405,上班族  
2938,上班族  
10795,上班族  
4150,上班族  
8353,上班族  
6105,上班族  
8720,上班族  
1556,上班族  
412,上班族  
6827,上班族  
4802,上班族  
2346,上班族  
985,上班族  
4229,上班族  
10910,上班族  
4048,上班族  
2524,上班族  
10301,上班族  
5313,上班族  
3762,上班族  
6192,上班族  
3133,上班族  
10775,上班族  
3545,上班族  
939,上班族  
2526,上班族  
10396,上班族  
503,上班族  
2299,上班族  
2174,上班族  
3755,上班族  
10248,上班族  
7036,上班族  
9598,上班族  
7687,上班族  
1652,上班族  
2258,上班族  
310,上班族  
1192,上班族  
6655,上班族  
417,上班族  
3753,上班族  
11022,上班族  
7274,上班族  
6203,上班族  
10657,上班族  
7345,上班族  
2493,上班族  
4129,上班族  
2825,上班族  
1645,上班族  
121,上班族  
10297,上班族  
3034,上班族  
9299,上班族  
5742,上班族  
10458,上班族  
5924,上班族  
853,上班族  
6240,上班族  
10888,上班族  
9831,上班族  
8130,上班族  
8480,上班族  
9575,上班族  
6731,上班族  
6622,上班族  
10009,上班族  
8052,上班族  
10242,上班族  
6683,上班族  
2827,上班族  
10417,上班族  
8808,上班族  
2181,上班族  
2536,上班族  
2955,上班族  
3172,上班族  
10355,上班族  
8259,上班族  
9339,上班族  
7370,上班族  
575,上班族  
7953,上班族  
1943,上班族  
735,上班族  
1404,上班族  
1455,上班族  
4785,上班族  
1919,上班族  
10723,上班族  
1996,上班族  
4037,上班族  
855,上班族  
942,上班族  
704,上班族  
10923,上班族  
1351,上班族  
2350,上班族  
349,上班族  
10666,上班族  
7962,上班族  
4693,上班族  
1902,上班族  
475,上班族  
1067,上班族  
6638,上班族  
10792,上班族  
288,上班族  
5120,上班族  
1828,上班族  
10205,上班族  
3277,上班族  
6335,上班族  
3375,上班族  
2505,上班族  
2736,上班族  
8513,上班族  
6294,上班族  
6027,上班族  
4134,上班族  
1646,上班族  
2030,上班族  
8673,上班族  
9211,上班族  
192,上班族  
8166,上班族  
371,上班族  
7026,上班族  
1076,上班族  
8956,上班族  
2757,上班族  
6232,上班族  
4234,上班族  
773,上班族  
2502,上班族  
1695,上班族  
1947,上班族  
11045,上班族  
9555,上班族  
10292,上班族  
7144,上班族  
9138,上班族  
1783,上班族  
1437,上班族  
4983,上班族  
6663,上班族  
2095,上班族  
1249,上班族  
1689,上班族  
9440,上班族  
5332,上班族  
1202,上班族  
1463,上班族  
10830,上班族  
7626,上班族  
499,上班族  
1923,上班族  
10926,上班族  
4177,上班族  
4469,上班族  
1880,上班族  
1411,上班族  
2953,上班族  
9464,上班族  
2087,上班族  
2508,上班族  
1114,上班族  
11054,上班族  
10911,上班族  
4519,上班族  
3778,上班族  
10325,上班族  
7748,上班族  
8854,上班族  
493,上班族  
815,上班族  
2449,上班族  
6077,上班族  
2595,上班族  
1532,上班族  
10983,上班族  
7417,上班族  
10533,上班族  
272,上班族  
6885,上班族  
2624,上班族  
10681,上班族  
8331,上班族  
5903,上班族  
1047,上班族  
9775,上班族  
10494,上班族  
5913,上班族  
6215,上班族  
2228,上班族  
3866,上班族  
6639,上班族  
5168,上班族  
2952,上班族  
7046,上班族  
2748,上班族  
916,上班族  
1639,上班族  
4066,上班族  
6150,上班族  
7882,上班族  
10320,上班族  
1393,上班族  
931,上班族  
2041,上班族  
5825,上班族  
3967,上班族  
9463,上班族  
6726,上班族  
213,上班族  
879,上班族  
1274,上班族  
2603,上班族  
1385,上班族  
3089,上班族  
1676,上班族  
1035,上班族  
2427,上班族  
10356,上班族  
7335,上班族  
10727,上班族  
7075,上班族  
1575,上班族  
627,上班族  
2623,上班族  
9163,上班族  
8483,上班族  
4509,上班族  
1878,上班族  
1624,上班族  
3716,上班族  
6984,上班族  
5708,上班族  
2712,上班族  
705,上班族  
311,上班族  
4810,上班族  
10353,上班族  
218,上班族  
8150,上班族  
2430,上班族  
5733,上班族  
2465,上班族  
6654,上班族  
1269,上班族  
10565,上班族  
9492,上班族  
1195,上班族  
3610,上班族  
3891,上班族  
4911,上班族  
8014,上班族  
3395,上班族  
10334,上班族  
8039,上班族  
7944,上班族  
8840,上班族  
4614,上班族  
798,上班族  
141,上班族  
10483,上班族  
7934,上班族  
10594,上班族  
1960,上班族  
6278,上班族  
2367,上班族  
5536,上班族  
8887,上班族  
3832,上班族  
8653,上班族  
2991,上班族  
3031,上班族  
3017,上班族  
10886,上班族  
543,上班族  
10183,上班族  
8654,上班族  
5922,上班族  
3833,上班族  
8600,上班族  
7321,上班族  
8472,上班族  
578,上班族  
10556,上班族  
1976,上班族  
4847,上班族  
4589,上班族  
5673,上班族  
6028,上班族  
4794,上班族  
4269,上班族  
3381,上班族  
9686,上班族  
3870,上班族  
1030,上班族  
7982,上班族  
7840,上班族  
4588,上班族  
2556,上班族  
9184,上班族  
6619,上班族  
6336,上班族  
4434,上班族  
7685,上班族  
4616,上班族  
3188,上班族  
2352,上班族  
4425,上班族  
703,上班族  
9052,上班族  
8565,上班族  
5861,上班族  
4078,上班族  
8318,上班族  
2033,上班族  
4396,上班族  
7579,上班族  
1079,上班族  
10813,上班族  
4317,上班族  
4856,上班族  
5086,上班族  
2474,上班族  
1747,上班族  
534,上班族  
9629,上班族  
573,上班族  
3189,上班族  
4521,上班族  
4318,上班族  
3679,上班族  
10891,上班族  
2051,上班族  
4236,上班族  
5367,上班族  
4171,上班族  
7391,上班族  
4073,上班族  
10653,上班族  
2224,上班族  
10434,上班族  
2555,上班族  
4637,上班族  
5483,上班族  
830,上班族  
10967,上班族  
5109,上班族  
8431,上班族  
5484,上班族  
2399,上班族  
3203,上班族  
4598,上班族  
440,上班族  
7201,上班族  
4740,上班族  
5373,上班族  
8170,上班族  
1339,上班族  
473,上班族  
143,上班族  
243,上班族  
7984,上班族  
4010,上班族  
6879,上班族  
3956,上班族  
5059,上班族  
5326,上班族  
4653,上班族  
2805,上班族  
10259,上班族  
5611,上班族  
5603,上班族  
5071,上班族  
1716,上班族  
3246,上班族  
341,上班族  
9168,上班族  
5406,上班族  
9143,上班族  
4124,上班族  
4334,毕业生（求职季）  
10197,毕业生（求职季）  
370,毕业生（求职季）  
1273,毕业生（求职季）  
7607,毕业生（求职季）  
6039,毕业生（求职季）  
2313,毕业生（求职季）  
4605,毕业生（求职季）  
10298,毕业生（求职季）  
9146,毕业生（求职季）  
4680,毕业生（求职季）  
4258,毕业生（求职季）  
4689,毕业生（求职季）  
9263,毕业生（求职季）  
7621,毕业生（求职季）  
9845,毕业生（求职季）  
3120,毕业生（求职季）  
5416,毕业生（求职季）  
1160,毕业生（求职季）  
4861,毕业生（求职季）  
3211,毕业生（求职季）  
9053,毕业生（求职季）  
10202,毕业生（求职季）  
4427,毕业生（求职季）  
1228,毕业生（求职季）  
10004,毕业生（求职季）  
6864,毕业生（求职季）  
4971,毕业生（求职季）  
6740,毕业生（求职季）  
3729,毕业生（求职季）  
7281,毕业生（求职季）  
4105,毕业生（求职季）  
1911,毕业生（求职季）  
7161,毕业生（求职季）  
3929,毕业生（求职季）  
9887,毕业生（求职季）  
6197,毕业生（求职季）  
6425,毕业生（求职季）  
10564,毕业生（求职季）  
5132,毕业生（求职季）  
5358,毕业生（求职季）  
3367,毕业生（求职季）  
6460,毕业生（求职季）  
3523,毕业生（求职季）  
337,毕业生（求职季）  
8293,毕业生（求职季）  
10913,毕业生（求职季）  
7515,毕业生（求职季）  
9734,毕业生（求职季）  
9593,毕业生（求职季）  
3841,毕业生（求职季）  
1264,毕业生（求职季）  
4811,毕业生（求职季）  
5316,毕业生（求职季）  
71,毕业生（求职季）  
3130,毕业生（求职季）  
7709,毕业生（求职季）  
3139,毕业生（求职季）  
9312,毕业生（求职季）  
2192,毕业生（求职季）  
2379,毕业生（求职季）  
2487,毕业生（求职季）  
5160,毕业生（求职季）  
6867,毕业生（求职季）  
4014,毕业生（求职季）  
6247,毕业生（求职季）  
6631,毕业生（求职季）  
9928,毕业生（求职季）  
3541,毕业生（求职季）  
3686,毕业生（求职季）  
8006,毕业生（求职季）  
10951,毕业生（求职季）  
3711,毕业生（求职季）  
4205,毕业生（求职季）  
313,毕业生（求职季）  
1774,毕业生（求职季）  
339,毕业生（求职季）  
5325,毕业生（求职季）  
5957,毕业生（求职季）  
962,毕业生（求职季）  
1861,毕业生（求职季）  
966,毕业生（求职季）  
10052,毕业生（求职季）  
9300,毕业生（求职季）  
1684,毕业生（求职季）  
3452,毕业生（求职季）  
4400,毕业生（求职季）  
3657,毕业生（求职季）  
4191,毕业生（求职季）  
185,毕业生（求职季）  
5539,毕业生（求职季）  
4543,毕业生（求职季）  
1628,毕业生（求职季）  
6380,毕业生（求职季）  
4527,毕业生（求职季）  
9037,毕业生（求职季）  
3514,毕业生（求职季）  
1736,毕业生（求职季）  
2464,毕业生（求职季）  
9607,毕业生（求职季）  
3654,毕业生（求职季）  
5709,毕业生（求职季）  
3321,毕业生（求职季）  
10238,毕业生（求职季）  
10604,毕业生（求职季）  
9765,毕业生（求职季）  
10853,毕业生（求职季）  
4333,毕业生（求职季）  
5255,毕业生（求职季）  
8112,毕业生（求职季）  
4302,毕业生（求职季）  
3963,毕业生（求职季）  
10316,毕业生（求职季）  
10433,毕业生（求职季）  
6165,毕业生（求职季）  
2371,毕业生（求职季）  
7386,毕业生（求职季）  
808,毕业生（求职季）  
3437,毕业生（求职季）  
2523,毕业生（求职季）  
7729,毕业生（求职季）  
8492,毕业生（求职季）  
9286,毕业生（求职季）  
4064,毕业生（求职季）  
9516,毕业生（求职季）  
6696,毕业生（求职季）  
6107,毕业生（求职季）  
1209,毕业生（求职季）  
3205,毕业生（求职季）  
6375,毕业生（求职季）  
3884,毕业生（求职季）  
9685,毕业生（求职季）  
7713,毕业生（求职季）  
9330,毕业生（求职季）  
6478,毕业生（求职季）  
10470,毕业生（求职季）  
9428,毕业生（求职季）  
5333,毕业生（求职季）  
10753,毕业生（求职季）  
7303,毕业生（求职季）  
8285,毕业生（求职季）  
720,毕业生（求职季）  
6059,毕业生（求职季）  
6869,毕业生（求职季）  
3388,毕业生（求职季）  
2944,毕业生（求职季）  
4061,毕业生（求职季）  
921,毕业生（求职季）  
5830,毕业生（求职季）  
5697,毕业生（求职季）  
6128,毕业生（求职季）  
1504,毕业生（求职季）  
7617,毕业生（求职季）  
551,毕业生（求职季）  
6004,毕业生（求职季）  
4984,毕业生（求职季）  
5318,毕业生（求职季）  
4448,毕业生（求职季）  
3108,毕业生（求职季）  
398,毕业生（求职季）  
7146,毕业生（求职季）  
69,毕业生（求职季）  
4582,毕业生（求职季）  
824,毕业生（求职季）  
388,毕业生（求职季）  
4462,毕业生（求职季）  
2021,毕业生（求职季）  
7334,毕业生（求职季）  
3865,毕业生（求职季）  
4730,毕业生（求职季）  
1528,毕业生（求职季）  
6451,毕业生（求职季）  
6804,毕业生（求职季）  
9630,毕业生（求职季）  
6129,毕业生（求职季）  
10133,毕业生（求职季）  
11011,毕业生（求职季）  
8261,毕业生（求职季）  
7519,毕业生（求职季）  
9371,毕业生（求职季）  
2548,毕业生（求职季）  
2856,毕业生（求职季）  
6356,毕业生（求职季）  
7134,毕业生（求职季）  
6496,毕业生（求职季）  
7498,毕业生（求职季）  
8258,毕业生（求职季）  
3060,毕业生（求职季）  
6332,毕业生（求职季）  
7314,毕业生（求职季）  
4169,毕业生（求职季）  
5466,毕业生（求职季）  
3745,毕业生（求职季）  
821,毕业生（求职季）  
3980,毕业生（求职季）  
6373,毕业生（求职季）  
2547,毕业生（求职季）  
9608,毕业生（求职季）  
8407,毕业生（求职季）  
6018,毕业生（求职季）  
41,毕业生（求职季）  
5798,毕业生（求职季）  
2019,毕业生（求职季）  
9071,毕业生（求职季）  
934,毕业生（求职季）  
3505,毕业生（求职季）  
9253,毕业生（求职季）  
7905,毕业生（求职季）  
568,毕业生（求职季）  
4383,毕业生（求职季）  
4943,毕业生（求职季）  
6543,毕业生（求职季）  
6158,毕业生（求职季）  
7537,毕业生（求职季）  
3771,毕业生（求职季）  
2699,毕业生（求职季）  
1542,毕业生（求职季）  
2480,毕业生（求职季）  
5365,毕业生（求职季）  
7483,毕业生（求职季）  
6946,毕业生（求职季）  
7595,毕业生（求职季）  
2722,毕业生（求职季）  
8503,毕业生（求职季）  
3113,毕业生（求职季）  
5572,毕业生（求职季）  
1791,毕业生（求职季）  
8335,毕业生（求职季）  
7950,毕业生（求职季）  
10480,毕业生（求职季）  
9055,毕业生（求职季）  
7094,毕业生（求职季）  
5700,毕业生（求职季）  
6800,毕业生（求职季）  
6911,毕业生（求职季）  
4122,毕业生（求职季）  
9109,毕业生（求职季）  
632,毕业生（求职季）  
5791,毕业生（求职季）  
6299,毕业生（求职季）  
9713,行政人员
7533,行政人员
6127,行政人员
6501,行政人员
8610,行政人员
5238,行政人员
8749,行政人员
6695,行政人员
9938,行政人员
6333,行政人员
