user_id,goods_id,category_id,comment
3189,4658263,4672807,外观不错，一分钱一分货，像素比较差。
2864,1482252,4244990,机器有时候经常卡顿非常不好用！像素，分辨率，运行内存都很低。
170,4617361,2885642,京东自营 快递竟然没在预计送达时间送达 真是无语了
6700,4030485,3616520,前后买了三次吧，算是屯够半年的了，确实挺划算，
2673,702394,4185664,不错比较满意，就是顺带买的贴膜有折了不能贴。叫我找客服反应，实在是太忙了就没去管了，这点比较失望!
5305,2005179,381850,很卡！很卡！很卡！这个我忍了，竟然还会自动重启！！！这才几天？！翻新机你也认真点好吧！！！靠！！！
1269,4254297,4869837,实在是苹果太小而且很脏，与图片不符
3233,4651781,1194737,还行还行还行真好真好正品
3863,2177616,2191219,太小了，而且不新鲜了，像是过季水果了，吃了一个了，味道也是怪怪的，没前2个星期买的好吃了，除了可送到家没啥性价比了
6604,4970969,4565874,包装可以挺好的，买来送人的，没有什么损坏，大热天的辛苦快递小哥了!哦！速度也是挺快的。使用效果应该也不错我一直都用沙宣，
3741,5072453,4170419,物流很快，第二天就到货，但一开箱就一股异味，苹果皮色一看就不新鲜了，然后试吃一个，非常强烈的发酵味道，实在无法下咽。感觉苹果是过期很久，可能在仓库压了一周以上。联系了售后，申请退货，同意退回商品价，但不退邮费。现在一星期了，连商品价都未见退款。总而言之，非常失望的一次采购，打击了在网上购买水果的热情
4441,2198459,1434020,一点姜味都没有，洗了滑油油的，没有控油作用，好失望！能退吗？
524,569267,2578647,为了玩音游而买的板子[个人不喜欢iOS又因为所谓的爱国情怀没有买三星所以选择了买这个]，然而买回来最基本的节奏大师都不能玩，掉帧贼严重，这钱算是白花了，板子扔哪儿算是废的
6533,4007539,4462359,这个真的不行，很酸，有几个已经憋下去了，
5397,3559530,1299190,买给妈妈用的，目前用着不错?
10397,2987185,2195789,一分给产品，荣耀的东西还是不错的。扣的4分给京东，头天下单，用了1000减50的东券，结果第二天收货时就给来了个1449的秒杀价，关键是还能再用卷。申请价保居然不批，说我用卷后价格没降，妈卖批，而且申请退货的话居然也不反我东卷，白白损失了50，买plus会员的钱全当喂狗了
4724,1934989,1231891,没有收到产品，就送货完成了，瞎弄呢？
1818,2070168,3736316,假的，假的，不要买，洗了头屑多呀
3239,216774,4758477,不错咧，价格又实惠，就是觉得小点，快递又快
3880,1925782,4756105,这次买的3个果个头太小了，而且一点:也不甜，看来以后不能买了，不好吃，差评。
4010,2471950,1851156,第二次买了，这回运气不好啊，一大堆烂的。。。
5141,5160412,982926,《今天》杂志的作者们将自己几年来的回忆文章编辑在一起，让人又开始追忆那逝去的诗意岁月，70年代末以及整个80年代，这个全国上下充满浪漫激情的年月里，是这样一群充满激情的人穿梭于语词的间隙，挥洒着深沉的浪漫。如今，这群人已不再年轻，但是，那个时代的激情将永葆青春！也很诧异，有关《今天》的书终于可以在内地出版了！想想《沉沦的圣殿》的命运……
3822,3352959,3299155,性价比很高的，味道不错，值得推荐。
10425,1874359,3002561,华为的手机质量就这样的吗？这通话功能无法正常使用。相当郁闷，给其他想买的人做参考，谨慎啊！亏的都是自己的血汗钱啊
3671,4538125,155172,不错，挺脆挺甜的，小朋友吃刚好，不大没有剩的。
10261,2163136,3607361,反正是备用机，很少用来拍照的。就是差评一下算了了此事！
7189,1306486,5071267,包装盒不完整不知商品是真是假
2941,1448748,4716920,挺值
3439,3835069,5071267,物流快，外包装完好，看大小与外面卖大概5.99元左右差不多。称了一下总重2433克。
233,2805836,767106,价廉物美啊！支持国货！支持华为！伟大的公司，希望越做越好。
9069,2513666,715319,好多呀，活动时买的，已经开始用了，最喜欢这洗发水的味道
4937,996506,3774512,东西很垃圾根本不出沫味道也不好 很差的一次购物
2977,660368,330316,"我也来说两句，用阿卡835两星期了，觉得这机子有不少令人兴奋的地方，显示屏颜色非常靓丽，看上去很舒服，就像是小型的电脑显示器。外形设计和做工以及烤漆都非常好，听说容易掉漆，用段时间才能知道。铃声也很悦耳，体现了40和弦的优势。还有信号和通话质量比较好，以前用okwap 710,信号不是很好，阿尔卡特 OT835 比他强多了。"
8542,533526,4148053,全五星是冲着配送员师傅给的~ 每次送货服务都很到位 辛苦啦！！！ 苹果口感一般吧~毕竟一分价钱一分货。
5891,2936543,4756105,液体包装永远是吐槽点，不单独套袋子，东西混装，液体每次都是洒出来黏连到其他东西上，包装箱变形，如果不是搞活动有减免，非常不乐意买液体产品，投诉没用，根本不处理不改进
8008,4625421,3624696,甜脆多水，物流快，愉快的一次网购
3501,4995272,58836,不好用，长头皮，之前在香港买的就好，一换这个头皮头痒的
9389,5020457,2321836,个人感觉看这种书对英语水平的提高不是很大，基本上没有什么帮助，可能不太适合我吧。比较失望。
6836,1901479,3607361,护发产品没有味道，和实体店的不一样，没和客服联系，联系了也不能理我，即使理我也不可能给我解决，不解决我还会生气，所以有意向购买的劝你去实体店
3363,3706439,3002561,我是中干性发质，看见打折，刚好想买滋源的，有只有油性发质的，索性买了，试试效果，要是用不了可以给家人用嘛，抱着这个心态下的单，有看见好多人说不是正品，和超市买的不一样，收到货后我也这么怀疑了，不明白为什么所有的条形码都被贴起来了，或许是弄成一套后有个总的条形码，不过总体不错，好多瓶，怎么算也是实惠的，毕竟洗发水都差不多这个价，也没什么差别，用起来试试看，希望有好的效果，毕竟我是一直钟爱京东的
8088,4565582,3159480,很不错，我的拍照拍的不好，收到后真的很好，没有一颗是坏的，全都新鲜
9358,591755,2462567,请问5月27号的订单已付款为何现在还没收到呢你们的快递公司是怎么发货的啊？
556,3068884,3860845,感谢亲的光临，亲的满意，就是我们最大的欣慰，最大的回报。小店会更加努力做好！小店还有户外活动功能性的手表和手电筒，质量和服务也一样是杠杠滴哦，为您的户外活动保驾护航，为您的户外活动增添一份安全和快乐，定不负您的期待！欢迎您的再次光临！
7902,3179666,411153,"太烂了,经常黑屏,还死机."
3221,2027557,1575622,1。发货速度超慢。2。收到苹果时，大部分是烂坏的苹果。
7780,2687606,4993094,这玩意不好用说，慎重购买
1476,2457075,4145813,明明要发票，经常都不给寄发票，服务越来越不好
2457,2524133,4276787,结果就是，我花*京东买了一个坏的平板电脑，还不能退换，，，有种被强迫收货的感觉。
9148,316426,2462567,最差的一次购物体验，包装的箱子里连泡沫都没放，有一瓶压坏了，而且上面全是灰。我地址写的清楚的，快递直接把货放到门卫那里打个电话叫去拿，不知道送到门口吗
1953,2214892,4022701,本来以为是搞笑漫画呢，看网上人气那么旺还一连买了三本！没想到只是像作者的生活小日记似的，写了一些生活中的事情，语言也很一般（可能是翻译的缘故吧），总之个人觉得有点无聊的，呵呵～应该适合小女生看吧～呵呵～（PS：本人18，男性）
7869,2402982,1928278,这机子猛一看有点像NOKIA的7610，呵呵，对角对称的设计挺有意思。我选了部黑色的，感觉很有个性。一般机子都只注重正面设计，背面都忽略了，这只机子的背面我就超喜欢，黑底色，银线的几何图案特别显眼。光凭这样子，我就喜欢的不得了，呵呵。
151,930557,4462359,好像是假的用了后脱发更厉害了?
4582,597956,590997,亲们，这款手机千万别买，就是一垃圾，用了一个月，绑定银行账户绑定不了，短信发不出去，送去维修，别个说手机是个水货，虽然便宜，但确实是无良商家，差评！垃圾货！
1681,2010289,2355072,这本书紧接《春秋大义》，作者一以贯之地以浅显的语言，告诉我们古代的智力英雄们如何解读春秋，这些解读又是如何上达庙堂，成为历代大政方针的出发点和依据。春秋只有一个，但解读却有无数，正是历代第一流的精英们的或深刻或偏颇或华丽的解读，织就了一身精美绝伦的不断变动的思想图景。作者带领我们有条不紊地游览这幅图景，一一指出其中的精妙幽微之处，让我们对历史有更好的认识。严重推荐！
4682,4321364,428367,不错，我喜欢
2411,2084659,4242717,卡槽晃动，试了3张卡都没有反应.快递小哥太度好.送货快.
4043,823391,3844144,用了一周之后才来评价，真的很好用
3745,3124309,2370324,商品是假的，用了头发痒，也不顺滑，很涩。对京东很失望，以前经常在京东买东西的。
6493,4438371,2572604,很感谢，很喜欢很好用，就是觉得护发素好像不满哦！送的梳子很漂亮，很好用！
41,460114,4804883,东西很好达到了我预想的效果。
9110,357515,2627103,假的，原来我用过的清扬，味道比这个香，也稠，这个稀薄好多，而且颜色也淡，原来洗头三天头都不油，现在一天就不行了，绝对假货
6349,2026789,1299190,作者有明显的自恋倾向，只有有老公养不上班的太太们才能像她那样生活。很多方法都不实用，还有抄袭嫌疑，没意思，没买的可以省省了。
353,2838448,1792277,差评差评差评 包装垃圾 包装垃圾 包装垃圾 一颗星都不没法给 不给星还没法评论了 看图 看图 看图 有图有真相 京东快递垃圾垃圾 通通垃圾 就没一样满意的    假的假的    假的假的
6926,2101600,4000233,买回来好久了，一直没看，前两天开始花了二天的时候把它看完了！看完后不知是个什么样的心情！二代人的纠葛，一个个离奇的故事，真的觉得非常不可思议。一开始我就喜欢上了正宇这个温柔的性格，看完后就更喜欢他了，最起码最后意识到自己所犯的错误后一直都在尽量弥补，不敢轻易尝试新的爱情所以一直洁身自爱，有了喜欢的人后就勇往直前，很执着的一个人，很喜欢！皎皎写的文都很棒！期待新的作品！
2441,3598019,4625363,买了几天就降价200多，差评！本来觉得华为手机不错，这下让我伤心了。虽然我们公司楼上就是华为，但是我决定以后都不用华为了。
1399,1867718,200278,感觉不真，天冷了洗发液像冻住了一样，最多值*的垃圾货
9356,118095,654045,实在是不喜欢，绝对的没看头，浪费我的精力，看了一般就放弃了。有空还是看看旅行手册也好
4388,3685477,1464116,不怎么好用
7180,4308637,2520771,京东商城自营的华圣品牌，超级赞
2060,3368657,2355072,操作系统流畅，反应快，携带方便，配置齐全，自己喜欢，
9273,132552,3570834,荐书：发现爱情的人、初涉爱情的人、恋爱中的人、爱情失挫的人、为爱所困的人都可以读它，都能在里面发现有些你连你自己都道不出但却深深感受的心情纳兰已经为你道明。有爱的人都不可错过的好书。我看了，还背了好几首。
10563,1908575,2228184,京东的生鲜 还是不行。不新鲜 放一天就腐烂变质了。价格和超市的差不多 甚至更贵。
5271,1880775,1781126,不好吃，不好吃，太硬了，又硬又酸，好像没熟一样。
10691,3441634,2520771,这算坏果吧，按比例讲1/4。真心不行。
1102,3057073,223690,物流非常快，支持京东，东西还没用
632,902232,535180,怀着好奇又忐忑的心情开始看LULU写得这本有关减肥的宝典。在一开始就和我自己产生了强烈的共鸣。。。与许多减肥书不同。。。LULU用自己的亲身经验，来告诉我们她是如何改变自己的。而且它也让我们从图片中看到减肥成功的希望。我觉得这本书值得所有爱美的女孩子看一看。。。不管是不是身材苗条，都可以按照书中的方法让自己更加美丽。。。所以相当推荐这本书。
8440,630982,4918438,这个苹果真的好差，看图片就知道了！再也不在这家买了！！
10605,3572427,1567637,拆了一箱，但是第一个全坏，第二个中间坏，第三个底部坏，第四个局部坏。都没有要吃下去的心情了！???
2856,4629792,982926,买了很多次的苹果，价格不贵味道不错。
5815,5037716,2885642,苹果不错，个大味甜，还会再来的
5916,2819182,4756105,还不如在摊子上买的好吃，价格还贵，就是包装好看
41,1876500,3158249,非常好用，屏幕大，系统运行非常流畅，指纹秒解锁的
11048,1435373,3607361,买了好久才来评价，好大两瓶，还有旅行装，出门旅行带着也方便
10196,607215,3015852,说是功能全蓝牙只能传300KB哎~~很是踢脸啊~~我无奈啊~~我同学的768当天买当天换~~而且导航键十分难用啊~~~~~而且机子反映很迟钝啊~~看不出来有什么优点唯一的优点就是它有个金属外壳
7295,3622573,570735,平板还不错，就是啥也没送，皮套，钢化玻璃膜，都要自己重新再买，希望能去一步到位！
6889,177733,4185664,一起以来，都持一个观点“时间，会打磨一切，尤其是爱情”从未想过，五六年的光景，爱情，会依然那样热烈但，直到看到这本书看到网友的评论，“不要以为时间，可以消耗爱情，爱情是经得起岁月蹉跎的，经不起的，那不叫爱”忽然间，明白了什么有了爱情，其实，再孤独，也算不上真正的孤独如果在爱中，依然孤独，那你就需要考虑一下，这，是不是真的爱了!
1808,507093,3836451,而且，这不是读后就扔掉的书，每次看，都会有一种全新的感受。尤其是每一个故事的后面都附有一个简单的评论，孩子读的话会理解的更好。唯一的缺陷是书中有的故事我们以前也在别的杂志上看过，当然，这绝对的暇不遮玉。
3066,2361166,4958794,非常的不新鲜，不推荐在这里买水果，质量简直了......
5315,2059658,4801426,口感确实是一般，小没关系，但吃起来像嚼蜡，家里人都不吃，放了两个月，下次不再买了
10157,4203527,1474371,价格便宜。屏幕超大，可显示8行中文！32和弦名符其实。红外接口。支持彩信，可玩性强。
486,1612120,2440115,苹果，我买九个的，很小，然后也不甜，不是很好吃。
4474,847673,2606924,"用半个多月外放硬件坏、麦克风坏,"
4555,1781736,2077723,华为手机三大恶心：大黑边，虚拟键，三选二卡槽（因为要用TF卡，双卡双待形同虚设！！！）
5566,2628872,1030192,高大上，买之前一直担心日期问题，现在不怕了到19年10月呢，闻这也是正品，还是京东上买方便，可以送到村里?
7961,1823728,4145813,苹果?外观很漂亮，个大，包装完好。京东快递就是神速呀！
3154,1046907,3231625,12个。就有10碰坏了。苹果很小。
5648,3640207,431452,很好，送快递帅哥很好，看我抱娃，帮我直接拿到四楼，非常感谢帅哥。
3836,2157401,1568197,这本对于我这种不喜欢看说教的书很实用，和杜拉拉一样，都是以小说的形式写的，让我从中学到很多东西，和小强一起成长！虽然知道很多时间是挤出来的，但是却不知道怎么去做，这些挤出来的时间要做些什么才不浪费！学到了什么是时间黑洞？如何避免？找到了自己的职业价值观，设立可实现的目标，如何实现目标，把目标任务化作下一步行动，一点一点我都学到了，而且我还在努力的改正我之前的坏习惯~真的很感谢作者，您的书写的真好， 受益匪浅~2009，我要加油！
8563,2505856,5008466,用后再评价，现在京东洗护都是店铺售后了啊
10280,3412803,3598912,好吃好吃好吃好吃!!!!!吃了再买，很喜欢
6545,2414178,3102419,味道很好，很柔和，喜欢
1471,93238,2885642,用过后头皮奇痒无比，还有头皮屑，老人说肯定是假货，以前在超市买的完全不会这样
387,3615534,1298828,书今天朋友已经收到了。我没有看到书的质地。但我相信它会和我手中的这本书一样温馨美好。一样厚重踏实。对于整个购书过程我很满意。谢谢当当网谢谢有《小王子》陪伴的岁月和七月的别离虽还会很长久因手持着同样的一本《小王子》内心可以感到足够的温馨和美好七月一切安好盛世太平
10654,2498001,4170419,以前这款火龙果很大也挺甜的，现在越来越小，总重量也不够了。
5816,1979340,1073768,妈妈点名要买的，说还是喜欢用沙宣，觉得这个牌子最好。当然给买啦，妈妈开心最重要！
10209,1097696,4918438,外观感觉还不错，但屏幕内感觉还是欠缺了些，不过也正常，拿小灵通和anycall比那就太那个了~，信号还可以，如果信号不好那也是小灵通网络的问题，我用了感觉比同类的其他小灵通信号接受要强一些
5085,3434827,1045172,感觉还可以吧，挺新鲜的，送货快，只是外观难看些
5578,2033092,1572948,沙宣洗发露味道很好闻，这次搞活动买的，还送了很多小瓶，划得来，
3745,3419397,1169503,不知道是不是真的，太稀了，还起头皮屑，倒是真便宜
9922,3800639,1320293,这是一次最土亢爹的网购，没有之一！手机介绍明明特意突出显示有指纹解锁功能，可是，完全没有。这个手机是给我爸买的，他不知道从哪里听说华为手机好，刚好手机又坏了，就给他网购了这个，没想到这么大一个坑！联系了客服，叫我弄这弄那h还是没有成功，重点期间还换了3个客服，我也是超级无语…什么还让我拿去线下网店修复…问题又来了，网店还要长途跋涉去别的地区…妈呀，要这么波折，我还需要网购吗…忍住没骂脏话，我也佩服我自己…
10479,279470,1464116,"很好，顺丰很快,总体还是不错的"
6965,1786449,3779369,指纹识别不管用，耳机听不清，触屏敏感，这一星我给快递吧。
6444,445625,1567637,很怀疑书的质量，其中有几页居然没有页码
8131,1211142,3549297,第一次在京东上购买水果，看了好多评价，忐忑的买了7个种类的水果，收到货立马打开（快递员辛苦了！），很惊喜，除了哈密瓜没有发出，其他都很好?，没有什么烂的，坏的！只有两个苹果碰伤一点！图片有，由于家里的苹果还没有吃完，没有试吃！
8592,1999063,2926020,公司买来当女神节福利的，挺实惠的套装，就是包装盒没那么好看啦~
1102,4781690,2885642,不错 用着很舒服 香味还可以 比较清香那种味道
3184,243862,4801426,苹果小就算了，还大小不一，口感也比市场买的烟台苹果差很多，每个苹果套了两层网状泡沫袋，看着很大，拆掉包装就是个小小果。快递员不错，很辛苦，对京东物流一直很赞。
563,4077814,2939262,很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，很好，
7916,2523923,4672807,外观没有轻薄型的那种轻巧。有死机现象，需要关机再开机重启;有时时间还有重新调。按键不好用，每次输起短信来，感觉不如以前那个手机灵敏。不支持彩信！铃声不够逼真！使用导航键进行功能切换时，明显感到反应速度慢！查找联系人不方便，一页页地翻，累
1822,3624891,4145813,20年前看过这本书，也听过小说连播，很是喜欢，但那时是借图书馆的书，条件有限，没有买一本。昨天拿到书，吃完晚饭就在沙发上看起来，后来上床一直看到2点多才放下睡觉，名著给人的感觉是什么时候阅读，都让人有耳目一新的感觉，常读常新，可以让我们浮躁的心灵变的澄澈，至少在某个特定的时间，我们不在迷离彷徨，好东西永远不嫌晚。
2441,3343101,1548278,其他的还可以，就是照相太差了，跟几年前的手机都没办法比。
3340,4623903,4170419,包装很严实，没有任何问题，好好好
5623,1179561,4919077,好，很好，一直买这个，一定要削皮吃哟，很脆很甜！！一直买这种吃，优惠实惠！！
9497,193692,1299190,虽然等了几天还是很满意的！
9475,108574,2540361,除了有黑边较大，其他都满意。做工精细，音效很好，音量也大，游戏还没试，拍照效果满意，全金属外壳，高大上，续航也不错，50%电量视频|小时，音乐3小时，又待机了两天。先考虑小米2，光是小米2不能扩展就果断放弃，再说8寸的板子搞Win系统有意思吗。
8271,826781,1012333,全是过期货，酸，非常苦，图片跟实物相差很远，货不对版，忽悠。
8615,4598948,4867407,一直用这个，棒棒的，速度也超快
7212,1646740,532507,不错挺好，就是价格有点小贵
7157,2764746,2355072,键盘用起来不怎么样，功能有点别扭，手感不好，内存也不怎么理想，跟本存不了多少东西！还有，电话本和短信息的存储量也非常小！！！
2229,793007,4278744,不怎么喜欢视频不怎么好
5153,2894903,2533863,很难吃的苹果，有点涩，回味还有点苦。果肉吃起来很怪！
366,3901776,411153,在京东上买这么多次东西，头一回遇见包装撒的这么严重的，满箱子都是黏黏的洗发液的味道，没损失什么而且没有时间再等着换新的，所以就先将就收下用了，但是这么大包装的东西包的这么不严谨还能给漏了总得有个说法吧
10357,721267,2926020,"还没吃，看起来还不错，比以前买的要好，单果最轻205g,重的232g,包装也很好，没有磕碰情况，昨天下午下单，今天上午就到了。"
5229,2084614,4163659,火龙果不新鲜，还不如在超市买的，很失望。
10860,204858,1376358,那么多年的洗发水都用坏了头发跟头皮，直到遇上你感觉滋源真心不错！洗完的感觉很清爽，出油的情况明显减轻很多，两三天都能应付，之前是一天都不行啊！所以 ，应该是正品，支持民族品牌滋源，支持京东！
4654,3567373,982926,有点被忽悠的感觉。四核2g运行16g内存乞丐版。
10940,2732511,339305,用过再做追评，包装简单，希望产品好，毕竟买的不是包装！
3964,1697076,455943,为什么我订购了此书却没有发货给我???
5918,3743018,2992356,看到的 真心不推荐你们购买！ 买回来都是坏的，
6052,590235,3155703,是假货，和以前的用起来根本不一样！没想到京东自营的也开始卖假货了，对他很失望！
3066,3726827,2926020,不建议购买，太苦了，一点都不好吃，真的是太苦了。
9685,32613,2465336,没有保护膜，郁闷了，本来以为都会贴一张的，翻遍整个盒子里也没有，也不说明一下，心塞
10212,2324246,3500710,单手操作起来非常不便。板载内存容量太小。摇杆短而且又滑，操作不舒服。
7371,955848,2465336,平板用着还可以，清晰度不是很高，用来看电子书和视频还可以啦
2205,2498917,355704,头天刚买回来第二天降价 ，申请价保说套装不受理，送的东西就值 ，算下来多花了 ，哎亏。平板也就一般
5981,1534053,1320293,不说啥了，第一次见这幺小的苹果，感觉评论都是刷出来的，上当感十足
9909,1653045,2476560,华为手机不行
675,3079587,4086613,用了一段时间，非常流畅，值得
8131,5062984,2774299,吃了一个很甜很甜，好吃下次在来买。
10633,4789637,999755,猕猴桃坏的，一点不新鲜，蒂头还有霉斑
2097,2900723,245312,送给妈妈的。希望质量过硬！
3844,1341796,4801426,一本提高高个人修养和能力的书，无论我们从用角度去看玫琳凯化妆品公司、玫琳凯.艾施其人，但这本说能给我们的智慧确实不言而喻的
2205,1297103,4392650,垃圾，垃圾真垃圾，字体看起来都不是很清晰，买到手之后看耳机没有，皮套也没送，更可恶的是连发票都没有，问了好几个客服都不理人，在你们商城买东西都没有发票的吗？要是坏了找谁修啊？生气
3059,1059099,2520377,第一次在京东上买水果，实物和图片差太多了吧，小小的，以后买水果还是去水果店买比较好
2547,389719,4357323,外观设计的很时尚，颜色也很漂亮。做工精细，很有质感！信号相当好，音质清晰！待机时间也够长，基本上能用个4天到5天！最关键的是价格便宜，才1700块钱而且还带蓝牙功能！
391,3099136,983613,好书，对武术史作者是有些研究的，提到不少相对来说比较冷僻的材料，推荐武术爱好者一看。至于单纯的武侠文学爱好者，就不推荐了。像前边喊冤枉的那位兄台，题目明明写了是“武功的历史真相”，“金庸小说”只不过是“武功”的定语，只是个引子，一个切入点罢了。你既然不喜欢历史真相，自然就不应该买。要是像在实体书店能够翻阅一下，就不会闹这样的笑话了。
7018,3699745,1449177,说实话，写的实在不怎么样，东拼西凑，主人公那样的心理素质还当心理师，实在米名奇妙
41,3358470,2572604,东西很好，很快就送到了！
7326,2827298,522951,有点难看，下次再也不买了！！！！
5707,3099045,2520771,满意好评，赞赞赞赞赞赞赞赞赞赞赞赞
7869,3687166,1089685,1.当镜头保护外壳轻轻滑下时，手机就可直接进入拍照模式，快速抓拍，抢到精彩，此点挺人性化。2.视频拍摄及播放时比较流畅。3.蓝牙无线传输稳定性不错。
6854,3150019,3164550,第二台
9486,4762164,4801426,性价比高，系统运行速度快。就是裸机，在外面买个保护壳麻烦！
5015,2131775,4151801,赞一个，又香又甜，虽然不是很大，但是够吃，孕妇的我每一天一个，简直太幸福。
10446,2334265,3579754,感觉这苹果还可以，就是个子小了点。
1471,2402125,3081594,拿送吹风机 做噱头 收到货根本就没有 把价格提高再降下来 说是降价 只能说呵呵 第一个一星评论送给你
4825,4604273,3391862,电池在使用初期待机时间还不错，但在使用两三个月之后待机时间就大大缩短，手机自身的反映速度也减慢！
3892,4708385,2331312,看了评论买的书，看了以后稍微有些失望，本来是基于培养小孩阅读习惯去买的书，拿到书发现绝大部分是图片，文字太少。值得欣慰的是5岁的小孩很喜欢，尤其是神奇的蝌蚪，笑得他前仰后合的，还闹着要看下一本。个人建议，如果是出于培养阅读习惯的目的，不建议买这本书。如果是基于让小孩开拓思维，喜欢图书的目的，建议买这本书。更适合上幼儿园的小朋友阅读。
5548,2923141,339305,"信号弱。如用联通的号，最好不要买。若真是特别喜欢它（比如我），只有开通联通秘书了。否则。。。后果自负了。短信存储量太少,有时出现白屏现象，但检测“正常”。通话时间好像没有宣传的长"
4878,853477,4756105,第一次在京东上买水果，原本只打算买一箱苹果，结果为了159减30的券，硬生生凑足了159。这种什么供港央企的橙子，儿子说很好吃。苹果不算很甜，但很新鲜，口感也还好，比自己家楼下水果店买的死贵又不好吃的苹果好很多。京东直营的生鲜水果包装很规范，物流很迅捷，快递员非常有礼貌，说有破损可以和他说，拆开东西全好的。
7835,4582335,3645362,外观大方，功能比较多，摄像、录音、mp3/mp4、红外均有效果还可以。
1084,1910706,1516409,和上次买的差距巨大，个头小，24个就有4个坏的。大小和颜色都和上次买的差一个档次。梨倒是不错。
2021,2356549,1674844,刚开始还行，希望能用的时间长。有的时候看视频弹幕有虚影，应该是屏幕质量问题，总体上不错?华为还是信得过的
6656,3265373,85955,东西不错，快递也可以，刚收到捣鼓了下没啥问题，机器还是挺漂亮的，希望没有问题吧
5872,2037951,4095810,味道非常棒，大小合适，京东快递服务好，速度快，东西新鲜。
8145,4140702,4464320,这次买的比上次的大些，依然很好很新鲜，比超市实惠好吃！
5566,5205,4789432,我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上，这样其他消费者在购买的时候会作为参考，会影响该商品销量，而商家也会因此改进商品质量。
6910,3618584,1278525,第一次在京东买东西，坑的死，收货还没两天，就降价，说退差价，客服给我整整搞了半个小时，问你订单号问了三遍，最后给我说退京豆，擦，坑，以后还是XX吧，XX旗舰店也不会搞这么麻烦，这么坑，更无语的是，它退差价竟然搞个按我用**券之后的来退，坑死人，几十块钱搞个这么麻烦，最后还是不要了，大家要是怕麻烦就不要在京东上买了
7334,3064373,1277467,不错，玩王者荣耀一点不卡
7669,3494685,3045640,我都没收到货，也没收到送货的电话或是短信，怎么就显示交易完成了，还签收了？真是服了
5881,1227678,2939262,这次买的苹果质量，相当满意～    应该是以前喜欢的那种口感～    突然想到，上次买的不好，估计是因为特价！    终于真相了，不容易！    以后要避开特价时购买～
9728,3044603,1045172,华为M3平板电脑真的很不错，音质和分辨率都感觉比苹果平板电脑要好，而且价格也很公道，支持国货。
9386,2569384,3158249,好像不大适合北方的语言习惯，词，字搭配得很别扭。所以读得很累。读之前报的希望太大，所以失望越大吧。总之，不喜欢了。
9762,1300478,3973395,真心评价，一点也不好用，充好电，在后台不运行只是待机状态，「其中都没有玩手机」手机待机时间差不多20个小时自动关机，郁闷
8396,3964890,381850,完全不是红富士的味道，还是烟台红富士？？
6239,3158247,2735466,苹果都干瘪了，借着促销，卖这种苹果。就这苹果根本不值这个价钱。
4033,3473913,3776866,始终支持华为，荣耀X2已经给家人先后购买了第三部。华为质量过硬
6182,3600204,4718907,一星都是看快递小哥的面子。抛开大小不说。都冻成石头了。怎么吃
3424,3428630,2247787,清扬男士，去油效果好，洗完很清爽…一直再用……
7228,2577764,2558204,超漂亮的苹果，以后水果就到京东买，惊喜
8967,2529602,4159072,我想说的是洗了头屑很多
10002,1752092,1854481,手机送过来就放哪儿了，也没用，结果我第二天发现的有划痕就不给退了，明显的质量问题，客服也一直在敷衍，还是建议手机最好去实体店买，要么去官网买~
3745,798004,4683561,假货，用了头皮痒，起头皮屑，还掉发，必须给差评
6237,767497,801221,现在孩子还小，不能读，我自己却读得津津有味。极富想象力的图画，鲜明的色彩。简单的单词具有极强的韵律。有些人说这些书不知道说些什么，前言不搭后语。其实他们在用中式保守的思维在读这本书，并且是只读了书的中文部分。建议读英文部分，有一点英文基础都能读懂。我现在给孩子朗读一些押韵的句子，他比较感兴趣，但更感兴趣书中的图画。
9551,3716071,2370324,用起来不错不错
4584,1540578,4482419,纵使*和*比京东便宜几十元，我还是因为信赖选择了京东自营，然而没想到就是“京东自营”也忽悠了我。
5798,3351591,2885642,以前也用过沙宣，但这一次用之后发现头皮特别痒
10744,1276697,1486580,味道一般般，跟市场买的并无任何地方！
128,2958216,2033408,什么洗发水假的吧！洗了头皮屑多死了
421,5053663,4801426,考虑了苹果和华为，最终还是选择了华为，价格还可以，618活动加上券1720，还可以，配送没话说，包装盒里送了膜，挺人性化的，4g运存够用了，又买了64g的TF卡，这会爽歪歪了，一开始找不到返回键，后来才注意HOME上拨上返回，长见识了，还以为和手机一样有虚拟键。。。。
4040,1004236,1249761,帮同学买的，他很满意，快递还是一如既往的快，不过机子送来什么配件都没有，还要另买
4862,2274708,4874384,属于便宜的苹果，价格美丽，口感稍微差点，但酸甜还是很合适，比拳头略小。新鲜度挺好的，安全送达没有损坏，更没有腐烂。派送员平时放门卫，这次亲自送上门，可见对水果运输的重视。总体满意。
6182,3391407,4718907,失望，一点都不新鲜，放第二天都烂了。再也不敢在网上买水果了。
